"icd10","visit_type2","monthly_expenditure"
"M87274","Outpatient",1025.0601
"M87275","Inpatient",NA
"M87275","Outpatient",690.20813
"M87277","Inpatient",NA
"M87277","Outpatient",581.40747
"M8728","Inpatient",9753.2305
"M8728","Outpatient",534.16583
"M8729","Inpatient",NA
"M8729","Outpatient",120.72214
"M8730","Inpatient",7499.4917
"M8730","Outpatient",549.34784
"M87311","Inpatient",13349.928
"M87311","Outpatient",1278.7372
"M87312","Inpatient",13813.335
"M87312","Outpatient",847.69244
"M87321","Inpatient",11887.122
"M87321","Outpatient",370.16794
"M87322","Inpatient",14210.065
"M87322","Outpatient",771.97638
"M87344","Inpatient",NA
"M87344","Outpatient",1675.5345
"M87345","Inpatient",NA
"M87345","Outpatient",627.6731
"M87350","Inpatient",12024.209
"M87350","Outpatient",1078.2184
"M87351","Inpatient",11921.88
"M87351","Outpatient",277.09171
"M87352","Inpatient",11793.357
"M87352","Outpatient",274.47394
"M87353","Inpatient",NA
"M87353","Outpatient",383.31186
"M87361","Inpatient",NA
"M87361","Outpatient",718.76813
"M87362","Inpatient",NA
"M87362","Outpatient",1332.3795
"M87371","Inpatient",NA
"M87371","Outpatient",548.03003
"M87372","Inpatient",NA
"M87372","Outpatient",326.41611
"M87374","Inpatient",NA
"M87374","Outpatient",892.55603
"M87375","Inpatient",NA
"M87375","Outpatient",1396.9972
"M87377","Inpatient",NA
"M87377","Outpatient",699.44824
"M87378","Inpatient",NA
"M87378","Outpatient",706.54187
"M8738","Inpatient",27859.336
"M8738","Outpatient",812.71295
"M8739","Inpatient",NA
"M8739","Outpatient",139.74361
"M8780","Inpatient",3930.2361
"M8780","Outpatient",375.46747
"M87811","Inpatient",14435.464
"M87811","Outpatient",1141.6311
"M87812","Inpatient",13533.086
"M87812","Outpatient",1120.7914
"M87819","Inpatient",NA
"M87819","Outpatient",150.24333
"M87821","Inpatient",14324.853
"M87821","Outpatient",1462.5605
"M87822","Inpatient",13361.885
"M87822","Outpatient",1287.9009
"M87837","Inpatient",NA
"M87837","Outpatient",1453.6481
"M87838","Inpatient",NA
"M87838","Outpatient",1258.425
"M87841","Inpatient",7890.6279
"M87841","Outpatient",576.46777
"M87842","Inpatient",4222.4502
"M87842","Outpatient",577.47827
"M87844","Inpatient",4890.4668
"M87844","Outpatient",1580.0438
"M87845","Inpatient",5028.4917
"M87845","Outpatient",1737.6128
"M87850","Inpatient",9207.7949
"M87850","Outpatient",425.57227
"M87851","Inpatient",12504.219
"M87851","Outpatient",452.42508
"M87852","Inpatient",12625.128
"M87852","Outpatient",486.58627
"M87859","Inpatient",5951.3623
"M87859","Outpatient",201.51457
"M87861","Inpatient",7777.4385
"M87861","Outpatient",918.97046
"M87862","Inpatient",10164.463
"M87862","Outpatient",869.45581
"M87864","Inpatient",NA
"M87864","Outpatient",196.58167
"M87865","Inpatient",NA
"M87865","Outpatient",867.29602
"M87871","Inpatient",7538.7178
"M87871","Outpatient",1133.6906
"M87872","Inpatient",9117.0244
"M87872","Outpatient",1121.5295
"M87873","Inpatient",NA
"M87873","Outpatient",159.71199
"M87874","Inpatient",4619.3247
"M87874","Outpatient",1406.0365
"M87875","Inpatient",4050.9919
"M87875","Outpatient",1199.2726
"M87876","Inpatient",NA
"M87876","Outpatient",191.31885
"M87877","Inpatient",3169.6997
"M87877","Outpatient",1128.2969
"M87878","Inpatient",3204.8992
"M87878","Outpatient",1192.9709
"M8788","Inpatient",11781.14
"M8788","Outpatient",742.4787
"M8789","Inpatient",12013.17
"M8789","Outpatient",483.89688
"M879","Inpatient",11469.189
"M879","Outpatient",472.55936
"M880","Inpatient",6121.9082
"M880","Outpatient",205.42207
"M881","Inpatient",10171.795
"M881","Outpatient",293.43762
"M88811","Inpatient",NA
"M88811","Outpatient",330.83054
"M88812","Inpatient",NA
"M88812","Outpatient",261.41653
"M88819","Inpatient",NA
"M88819","Outpatient",164.66937
"M88821","Inpatient",NA
"M88821","Outpatient",220.30775
"M88822","Inpatient",NA
"M88822","Outpatient",185.36394
"M88832","Inpatient",NA
"M88832","Outpatient",177.59688
"M88851","Inpatient",10028.548
"M88851","Outpatient",219.24725
"M88852","Inpatient",9671.0361
"M88852","Outpatient",266.8866
"M88859","Inpatient",NA
"M88859","Outpatient",133.53966
"M88861","Inpatient",NA
"M88861","Outpatient",245.72867
"M88862","Inpatient",NA
"M88862","Outpatient",182.66522
"M88869","Inpatient",NA
"M88869","Outpatient",241.19958
"M88871","Inpatient",NA
"M88871","Outpatient",384.78354
"M88872","Inpatient",NA
"M88872","Outpatient",260.96805
"M88879","Inpatient",NA
"M88879","Outpatient",303.38
"M8888","Inpatient",7367.5317
"M8888","Outpatient",254.6151
"M8889","Inpatient",7342.4307
"M8889","Outpatient",239.99681
"M889","Inpatient",5411.8862
"M889","Outpatient",209.70444
"M8900","Inpatient",NA
"M8900","Outpatient",187.43726
"M89011","Inpatient",NA
"M89011","Outpatient",327.55194
"M89012","Inpatient",NA
"M89012","Outpatient",256.69363
"M89019","Inpatient",NA
"M89019","Outpatient",225.23033
"M89021","Inpatient",NA
"M89021","Outpatient",137.89374
"M89022","Inpatient",NA
"M89022","Outpatient",471.72491
"M89031","Inpatient",NA
"M89031","Outpatient",152.81319
"M89032","Inpatient",NA
"M89032","Outpatient",476.47232
"M89041","Inpatient",NA
"M89041","Outpatient",291.82687
"M89042","Inpatient",NA
"M89042","Outpatient",178.68597
"M89049","Inpatient",NA
"M89049","Outpatient",183.72417
"M89051","Inpatient",NA
"M89051","Outpatient",153.57545
"M89052","Inpatient",NA
"M89052","Outpatient",127.26
"M89059","Inpatient",NA
"M89059","Outpatient",167.26392
"M89061","Inpatient",NA
"M89061","Outpatient",152.77161
"M89062","Inpatient",NA
"M89062","Outpatient",438.35361
"M89069","Inpatient",NA
"M89069","Outpatient",107.66829
"M89071","Inpatient",NA
"M89071","Outpatient",157.06081
"M89072","Inpatient",NA
"M89072","Outpatient",400.40079
"M89079","Inpatient",NA
"M89079","Outpatient",197.2
"M8908","Inpatient",NA
"M8908","Outpatient",2425.0027
"M8909","Inpatient",NA
"M8909","Outpatient",1177.3743
"M89121","Inpatient",NA
"M89121","Outpatient",210.56212
"M89122","Inpatient",NA
"M89122","Outpatient",201.61418
"M89123","Inpatient",NA
"M89123","Outpatient",362.2988
"M89124","Inpatient",NA
"M89124","Outpatient",249.267
"M89131","Inpatient",NA
"M89131","Outpatient",300.23001
"M89132","Inpatient",NA
"M89132","Outpatient",296.47412
"M89133","Inpatient",NA
"M89133","Outpatient",321.46796
"M89134","Inpatient",NA
"M89134","Outpatient",149.83209
"M89151","Inpatient",NA
"M89151","Outpatient",676.72443
"M89153","Inpatient",NA
"M89153","Outpatient",129.52245
"M89155","Inpatient",NA
"M89155","Outpatient",124.06233
"M89156","Inpatient",NA
"M89156","Outpatient",185.79431
"M89164","Inpatient",NA
"M89164","Outpatient",180.70821
"M8918","Inpatient",3454.0015
"M8918","Outpatient",312.60272
"M8920","Inpatient",NA
"M8920","Outpatient",241.39394
"M89211","Inpatient",NA
"M89211","Outpatient",401.9231
"M89212","Inpatient",NA
"M89212","Outpatient",178.448
"M89221","Inpatient",NA
"M89221","Outpatient",444.78415
"M89222","Inpatient",NA
"M89222","Outpatient",184.73192
"M89241","Inpatient",NA
"M89241","Outpatient",170.41106
"M89242","Inpatient",NA
"M89242","Outpatient",188.09854
"M89251","Inpatient",2639.2134
"M89251","Outpatient",335.51086
"M89252","Inpatient",1504.5837
"M89252","Outpatient",419.73065
"M89259","Inpatient",NA
"M89259","Outpatient",219.05937
"M89261","Inpatient",NA
"M89261","Outpatient",418.06735
"M89262","Inpatient",NA
"M89262","Outpatient",491.19733
"M89269","Inpatient",NA
"M89269","Outpatient",166.87589
"M89271","Inpatient",NA
"M89271","Outpatient",398.54883
"M89272","Inpatient",NA
"M89272","Outpatient",358.06351
"M89279","Inpatient",NA
"M89279","Outpatient",113.55286
"M8928","Inpatient",8073.5244
"M8928","Outpatient",353.96725
"M8929","Inpatient",5506.1094
"M8929","Outpatient",332.23148
"M8930","Inpatient",595.17706
"M8930","Outpatient",167.5952
"M89311","Inpatient",NA
"M89311","Outpatient",162.47192
"M89312","Inpatient",NA
"M89312","Outpatient",180.69852
"M89319","Inpatient",NA
"M89319","Outpatient",139.54991
"M89321","Inpatient",NA
"M89321","Outpatient",338.90659
"M89322","Inpatient",NA
"M89322","Outpatient",373.61386
"M89329","Inpatient",NA
"M89329","Outpatient",183.07668
"M89331","Inpatient",NA
"M89331","Outpatient",663.38043
"M89332","Inpatient",NA
"M89332","Outpatient",263.38
"M89333","Inpatient",NA
"M89333","Outpatient",642.13666
"M89334","Inpatient",NA
"M89334","Outpatient",956.37616
"M89341","Inpatient",NA
"M89341","Outpatient",329.78854
"M89342","Inpatient",NA
"M89342","Outpatient",314.27628
"M89351","Inpatient",6333.2612
"M89351","Outpatient",342.92636
"M89352","Inpatient",5431.2998
"M89352","Outpatient",247.75935
"M89359","Inpatient",NA
"M89359","Outpatient",239.40375
"M89361","Inpatient",NA
"M89361","Outpatient",597.23669
"M89362","Inpatient",NA
"M89362","Outpatient",529.73102
"M89363","Inpatient",NA
"M89363","Outpatient",751.03162
"M89364","Inpatient",NA
"M89364","Outpatient",1293.5179
"M89369","Inpatient",NA
"M89369","Outpatient",685.23712
"M89371","Inpatient",4476.1514
"M89371","Outpatient",551.20129
"M89372","Inpatient",2606.207
"M89372","Outpatient",643.33844
"M89379","Inpatient",NA
"M89379","Outpatient",117.88425
"M8938","Inpatient",6790.4092
"M8938","Outpatient",333.69336
"M8939","Inpatient",NA
"M8939","Outpatient",249.98331
"M8940","Inpatient",5456.6245
"M8940","Outpatient",256.88977
"M89411","Inpatient",NA
"M89411","Outpatient",260.59528
"M89412","Inpatient",NA
"M89412","Outpatient",298.9263
"M89419","Inpatient",NA
"M89419","Outpatient",382.39304
"M89422","Inpatient",NA
"M89422","Outpatient",181.22
"M89431","Inpatient",NA
"M89431","Outpatient",240.05133
"M89441","Inpatient",NA
"M89441","Outpatient",224.8755
"M89442","Inpatient",NA
"M89442","Outpatient",116.38148
"M89449","Inpatient",NA
"M89449","Outpatient",140.62639
"M89451","Inpatient",NA
"M89451","Outpatient",123.94
"M89452","Inpatient",NA
"M89452","Outpatient",172.07857
"M89461","Inpatient",NA
"M89461","Outpatient",283.28464
"M89462","Inpatient",NA
"M89462","Outpatient",324.86069
"M89471","Inpatient",NA
"M89471","Outpatient",255.05463
"M89472","Inpatient",NA
"M89472","Outpatient",286.65335
"M89479","Inpatient",NA
"M89479","Outpatient",495.00714
"M8948","Inpatient",NA
"M8948","Outpatient",238.43137
"M8949","Inpatient",11208.654
"M8949","Outpatient",238.19298
"M8950","Inpatient",1042.434
"M8950","Outpatient",460.68918
"M89511","Inpatient",4831.8833
"M89511","Outpatient",396.43704
"M89512","Inpatient",3407.2122
"M89512","Outpatient",471.74545
"M89519","Inpatient",NA
"M89519","Outpatient",727.01788
"M89521","Inpatient",NA
"M89521","Outpatient",368.75809
"M89522","Inpatient",NA
"M89522","Outpatient",412.73468
"M89529","Inpatient",NA
"M89529","Outpatient",113.55643
"M89531","Inpatient",NA
"M89531","Outpatient",305.05209
"M89532","Inpatient",NA
"M89532","Outpatient",577.25214
"M89541","Inpatient",28.075714
"M89541","Outpatient",469.11218
"M89542","Inpatient",NA
"M89542","Outpatient",223.31528
"M89549","Inpatient",NA
"M89549","Outpatient",131.52263
"M89551","Inpatient",10088.488
"M89551","Outpatient",290.4256
"M89552","Inpatient",10910.851
"M89552","Outpatient",294.0994
"M89559","Inpatient",NA
"M89559","Outpatient",309.0264
"M89561","Inpatient",8789.6777
"M89561","Outpatient",338.85901
"M89562","Inpatient",6911.3096
"M89562","Outpatient",297.84564
"M89569","Inpatient",NA
"M89569","Outpatient",1104.6415
"M89571","Inpatient",2814.9104
"M89571","Outpatient",249.67891
"M89572","Inpatient",4946.5371
"M89572","Outpatient",483.27704
"M89579","Inpatient",NA
"M89579","Outpatient",122.27348
"M8958","Inpatient",5573.4243
"M8958","Outpatient",455.13086
"M8959","Inpatient",4447.418
"M8959","Outpatient",682.02667
"M8960","Inpatient",NA
"M8960","Outpatient",485.84036
"M89611","Inpatient",NA
"M89611","Outpatient",296.44293
"M89641","Inpatient",NA
"M89641","Outpatient",249.29001
"M89651","Inpatient",NA
"M89651","Outpatient",623.20068
"M89652","Inpatient",NA
"M89652","Outpatient",1791.8672
"M89659","Inpatient",NA
"M89659","Outpatient",317.46539
"M89661","Inpatient",NA
"M89661","Outpatient",683.18958
"M89662","Inpatient",NA
"M89662","Outpatient",667.83722
"M89669","Inpatient",NA
"M89669","Outpatient",504.02838
"M89671","Inpatient",NA
"M89671","Outpatient",460.38147
"M89672","Inpatient",NA
"M89672","Outpatient",506.2002
"M89679","Inpatient",NA
"M89679","Outpatient",239.06744
"M8968","Inpatient",NA
"M8968","Outpatient",415.07922
"M8969","Inpatient",NA
"M8969","Outpatient",431.50974
"M8970","Inpatient",4146.9077
"M8970","Outpatient",500.03793
"M89711","Inpatient",NA
"M89711","Outpatient",251.65117
"M89712","Inpatient",NA
"M89712","Outpatient",365.67349
"M89721","Inpatient",NA
"M89721","Outpatient",1310.0941
"M89722","Inpatient",NA
"M89722","Outpatient",1191.512
"M89732","Inpatient",NA
"M89732","Outpatient",362.34686
"M89742","Inpatient",NA
"M89742","Outpatient",442.40125
"M89751","Inpatient",8950.0254
"M89751","Outpatient",462.00955
"M89752","Inpatient",9052.3027
"M89752","Outpatient",468.97504
"M89761","Inpatient",3875.8757
"M89761","Outpatient",710.75177
"M89762","Inpatient",5652.5039
"M89762","Outpatient",855.20239
"M89771","Inpatient",NA
"M89771","Outpatient",551.89709
"M89772","Inpatient",5571.3418
"M89772","Outpatient",561.94592
"M8978","Inpatient",15700.953
"M8978","Outpatient",590.01605
"M8979","Inpatient",NA
"M8979","Outpatient",419.22064
"M898X0","Inpatient",3718.1997
"M898X0","Outpatient",388.80795
"M898X1","Inpatient",1057.6792
"M898X1","Outpatient",192.10274
"M898X2","Inpatient",1055.9823
"M898X2","Outpatient",299.45929
"M898X3","Inpatient",1408.8025
"M898X3","Outpatient",340.36282
"M898X4","Inpatient",1133.0688
"M898X4","Outpatient",308.63025
"M898X5","Inpatient",2617.4858
"M898X5","Outpatient",251.80026
"M898X6","Inpatient",1802.3615
"M898X6","Outpatient",261.03003
"M898X7","Inpatient",666.625
"M898X7","Outpatient",585.84912
"M898X8","Inpatient",2263.334
"M898X8","Outpatient",418.04312
"M898X9","Inpatient",995.13202
"M898X9","Outpatient",274.53979
"M899","Inpatient",1595.6649
"M899","Outpatient",238.83188
"M9050","Inpatient",NA
"M9050","Outpatient",133.34247
"M90511","Inpatient",NA
"M90511","Outpatient",215.30786
"M90512","Inpatient",NA
"M90512","Outpatient",204.61609
"M90521","Inpatient",NA
"M90521","Outpatient",711.47827
"M90551","Inpatient",NA
"M90551","Outpatient",244.52119
"M90552","Inpatient",NA
"M90552","Outpatient",172.87413
"M90561","Inpatient",NA
"M90561","Outpatient",693.26343
"M90562","Inpatient",NA
"M90562","Outpatient",344.66675
"M90571","Inpatient",NA
"M90571","Outpatient",364.64929
"M90572","Inpatient",NA
"M90572","Outpatient",307.42422
"M9058","Inpatient",NA
"M9058","Outpatient",330.45532
"M9059","Inpatient",NA
"M9059","Outpatient",355.28366
"M9060","Inpatient",NA
"M9060","Outpatient",145.58565
"M9080","Inpatient",NA
"M9080","Outpatient",260.51953
"M90859","Inpatient",NA
"M90859","Outpatient",326.27188
"M90869","Inpatient",NA
"M90869","Outpatient",54.522167
"M90871","Inpatient",NA
"M90871","Outpatient",277.01538
"M90872","Inpatient",NA
"M90872","Outpatient",335.41351
"M90879","Inpatient",NA
"M90879","Outpatient",603.5141
"M9088","Inpatient",NA
"M9088","Outpatient",438.88892
"M9089","Inpatient",NA
"M9089","Outpatient",233.5755
"M910","Inpatient",NA
"M910","Outpatient",253.7946
"M9110","Inpatient",NA
"M9110","Outpatient",186.8228
"M9111","Inpatient",11388.831
"M9111","Outpatient",182.06749
"M9112","Inpatient",10981.071
"M9112","Outpatient",193.05833
"M9120","Inpatient",NA
"M9120","Outpatient",148.02077
"M9121","Inpatient",NA
"M9121","Outpatient",82.279999
"M9122","Inpatient",NA
"M9122","Outpatient",258.78238
"M9141","Inpatient",NA
"M9141","Outpatient",198.88849
"M9142","Inpatient",NA
"M9142","Outpatient",237.45369
"M9180","Inpatient",NA
"M9180","Outpatient",222.8419
"M9181","Inpatient",NA
"M9181","Outpatient",583.80212
"M9190","Inpatient",NA
"M9190","Outpatient",314.73578
"M9191","Inpatient",NA
"M9191","Outpatient",152.32339
"M9201","Inpatient",NA
"M9201","Outpatient",164.76056
"M9202","Inpatient",NA
"M9202","Outpatient",168.04375
"M9210","Inpatient",NA
"M9210","Outpatient",1767.1595
"M9212","Inpatient",NA
"M9212","Outpatient",189.76134
"M92211","Inpatient",NA
"M92211","Outpatient",580.77484
"M92212","Inpatient",NA
"M92212","Outpatient",571.16132
"M92219","Inpatient",NA
"M92219","Outpatient",303.9628
"M9240","Inpatient",NA
"M9240","Outpatient",177.175
"M9241","Inpatient",NA
"M9241","Outpatient",346.98038
"M9242","Inpatient",NA
"M9242","Outpatient",471.77319
"M9250","Inpatient",NA
"M9250","Outpatient",269.47345
"M9251","Inpatient",NA
"M9251","Outpatient",477.53122
"M9252","Inpatient",NA
"M9252","Outpatient",577.39606
"M9260","Inpatient",NA
"M9260","Outpatient",206.56898
"M9261","Inpatient",NA
"M9261","Outpatient",852.27606
"M9262","Inpatient",7668.688
"M9262","Outpatient",930.06793
"M9270","Inpatient",NA
"M9270","Outpatient",212.2242
"M9271","Inpatient",NA
"M9271","Outpatient",435.24985
"M9272","Inpatient",NA
"M9272","Outpatient",459.06781
"M928","Inpatient",NA
"M928","Outpatient",252.88196
"M929","Inpatient",NA
"M929","Outpatient",159.09978
"M93001","Inpatient",NA
"M93001","Outpatient",195.05167
"M93002","Inpatient",NA
"M93002","Outpatient",156.80383
"M93003","Inpatient",NA
"M93003","Outpatient",110.07922
"M931","Inpatient",4441.0205
"M931","Outpatient",801.20239
"M9320","Inpatient",NA
"M9320","Outpatient",189.99428
"M93211","Inpatient",NA
"M93211","Outpatient",548.40204
"M93212","Inpatient",NA
"M93212","Outpatient",710.53394
"M93221","Inpatient",NA
"M93221","Outpatient",501.32861
"M93222","Inpatient",NA
"M93222","Outpatient",343.79135
"M93232","Inpatient",NA
"M93232","Outpatient",222.89667
"M93251","Inpatient",NA
"M93251","Outpatient",166.06604
"M93252","Inpatient",NA
"M93252","Outpatient",334.74564
"M93259","Inpatient",NA
"M93259","Outpatient",96.356003
"M93261","Inpatient",8593.4014
"M93261","Outpatient",813.86316
"M93262","Inpatient",7198.0229
"M93262","Outpatient",807.10846
"M93269","Inpatient",NA
"M93269","Outpatient",279.29443
"M93271","Inpatient",7640.6025
"M93271","Outpatient",798.07159
"M93272","Inpatient",5995.2266
"M93272","Outpatient",885.95813
"M93279","Inpatient",NA
"M93279","Outpatient",359.51871
"M9328","Inpatient",NA
"M9328","Outpatient",621.2229
"M9329","Inpatient",NA
"M9329","Outpatient",100.64085
"M9380","Inpatient",NA
"M9380","Outpatient",142.50912
"M93811","Inpatient",NA
"M93811","Outpatient",386.80429
"M93851","Inpatient",NA
"M93851","Outpatient",170.84421
"M93861","Inpatient",NA
"M93861","Outpatient",563.91895
"M93862","Inpatient",NA
"M93862","Outpatient",1030.8506
"M93871","Inpatient",NA
"M93871","Outpatient",901.28925
"M93872","Inpatient",NA
"M93872","Outpatient",980.51984
"M9388","Inpatient",NA
"M9388","Outpatient",630.06
"M9389","Inpatient",NA
"M9389","Outpatient",191.11067
"M9390","Inpatient",NA
"M9390","Outpatient",177.20084
"M93911","Inpatient",NA
"M93911","Outpatient",447.27576
"M93912","Inpatient",NA
"M93912","Outpatient",385.25177
"M93921","Inpatient",NA
"M93921","Outpatient",274.19812
"M93941","Inpatient",NA
"M93941","Outpatient",207.98874
"M93951","Inpatient",NA
"M93951","Outpatient",291.42117
"M93952","Inpatient",NA
"M93952","Outpatient",259.26334
"M93959","Inpatient",NA
"M93959","Outpatient",178.23914
"M93961","Inpatient",NA
"M93961","Outpatient",476.48453
"M93962","Inpatient",NA
"M93962","Outpatient",474.64166
"M93969","Inpatient",NA
"M93969","Outpatient",166.73372
"M93971","Inpatient",1097.4531
"M93971","Outpatient",768.30414
"M93972","Inpatient",NA
"M93972","Outpatient",653.68964
"M93979","Inpatient",NA
"M93979","Outpatient",224.28439
"M9398","Inpatient",6402.7192
"M9398","Outpatient",348.70822
"M9399","Inpatient",NA
"M9399","Outpatient",201.28
"M940","Inpatient",7899.8667
"M940","Outpatient",484.85138
"M941","Inpatient",9314.6318
"M941","Outpatient",381.12323
"M9420","Inpatient",2424.7327
"M9420","Outpatient",246.26242
"M94211","Inpatient",10284.773
"M94211","Outpatient",955.17169
"M94212","Inpatient",4965.8208
"M94212","Outpatient",935.52081
"M94219","Inpatient",NA
"M94219","Outpatient",556.28479
"M94221","Inpatient",NA
"M94221","Outpatient",686.2403
"M94222","Inpatient",NA
"M94222","Outpatient",308.15613
"M94231","Inpatient",NA
"M94231","Outpatient",566.92999
"M94232","Inpatient",NA
"M94232","Outpatient",469.22339
"M94241","Inpatient",NA
"M94241","Outpatient",413.62433
"M94242","Inpatient",NA
"M94242","Outpatient",317.51678
"M94251","Inpatient",4391.1021
"M94251","Outpatient",365.06396
"M94252","Inpatient",3351.0176
"M94252","Outpatient",369.78418
"M94259","Inpatient",NA
"M94259","Outpatient",195.07684
"M94261","Inpatient",4980.8037
"M94261","Outpatient",511.23026
"M94262","Inpatient",3946.3618
"M94262","Outpatient",524.94202
"M94269","Inpatient",NA
"M94269","Outpatient",257.61914
"M94271","Inpatient",NA
"M94271","Outpatient",556.95178
"M94272","Inpatient",NA
"M94272","Outpatient",576.67627
"M94279","Inpatient",NA
"M94279","Outpatient",196.00833
"M9428","Inpatient",NA
"M9428","Outpatient",636.66333
"M9429","Inpatient",NA
"M9429","Outpatient",921.5766
"M94351","Inpatient",13411.861
"M94351","Outpatient",350.66525
"M94352","Inpatient",13015.429
"M94352","Outpatient",289.56415
"M948X0","Inpatient",NA
"M948X0","Outpatient",250.00261
"M948X1","Inpatient",1511.246
"M948X1","Outpatient",556.47369
"M948X2","Inpatient",NA
"M948X2","Outpatient",433.43219
"M948X3","Inpatient",NA
"M948X3","Outpatient",628.09961
"M948X4","Inpatient",NA
"M948X4","Outpatient",173.30238
"M948X5","Inpatient",1159.8219
"M948X5","Outpatient",210.61766
"M948X6","Inpatient",970.86523
"M948X6","Outpatient",423.69498
"M948X7","Inpatient",3111.6721
"M948X7","Outpatient",293.55109
"M948X8","Inpatient",7058.3994
"M948X8","Outpatient",353.93787
"M948X9","Inpatient",2266.8936
"M948X9","Outpatient",196.73689
"M949","Inpatient",3563.1658
"M949","Outpatient",156.39592
"M950","Inpatient",10740.765
"M950","Outpatient",1514.3633
"M9510","Inpatient",NA
"M9510","Outpatient",151.01691
"M9511","Inpatient",NA
"M9511","Outpatient",269.16714
"M9512","Inpatient",NA
"M9512","Outpatient",328.50119
"M952","Inpatient",16824.281
"M952","Outpatient",957.08698
"M953","Inpatient",7274.4888
"M953","Outpatient",614.94
"M954","Inpatient",5692.0752
"M954","Outpatient",303.33847
"M955","Inpatient",6299.0151
"M955","Outpatient",267.03226
"M958","Inpatient",4506.5996
"M958","Outpatient",378.08429
"M959","Inpatient",4426.4141
"M959","Outpatient",253.90871
"M960","Inpatient",29032.678
"M960","Outpatient",1930.7919
"M961","Inpatient",13522.315
"M961","Outpatient",936.47919
"M962","Inpatient",28846.508
"M962","Outpatient",442.48944
"M963","Inpatient",36218.027
"M963","Outpatient",320.4425
"M964","Inpatient",37348.383
"M964","Outpatient",310.3139
"M965","Inpatient",NA
"M965","Outpatient",380.19247
"M96621","Inpatient",9750.2568
"M96621","Outpatient",586.45825
"M96622","Inpatient",9844.3525
"M96622","Outpatient",521.7854
"M96629","Inpatient",4136.7969
"M96629","Outpatient",351.90292
"M96631","Inpatient",9388.0898
"M96631","Outpatient",627.01111
"M96632","Inpatient",9365.3643
"M96632","Outpatient",703.96368
"M96639","Inpatient",NA
"M96639","Outpatient",375.974
"M9665","Inpatient",15354.02
"M9665","Outpatient",156.41972
"M96661","Inpatient",11196.465
"M96661","Outpatient",461.30386
"M96662","Inpatient",11021.111
"M96662","Outpatient",430.12323
"M96669","Inpatient",6867.5781
"M96669","Outpatient",233.9976
"M96671","Inpatient",9687.9131
"M96671","Outpatient",343.60181
"M96672","Inpatient",10202.026
"M96672","Outpatient",297.57062
"M96679","Inpatient",8479.5811
"M96679","Outpatient",270.76941
"M9669","Inpatient",20250.713
"M9669","Outpatient",1150.5133
"M96810","Inpatient",6627.7524
"M96810","Outpatient",556.56915
"M96811","Inpatient",7933.0854
"M96811","Outpatient",522.59979
"M96820","Inpatient",18971.359
"M96820","Outpatient",860.91034
"M96821","Inpatient",12355.634
"M96821","Outpatient",334.44943
"M96830","Inpatient",9413.9893
"M96830","Outpatient",510.56018
"M96831","Inpatient",10343.331
"M96831","Outpatient",527.53418
"M96840","Inpatient",11262.268
"M96840","Outpatient",966.69635
"M96841","Inpatient",13149.63
"M96841","Outpatient",1058.6431
"M96842","Inpatient",10248.243
"M96842","Outpatient",719.29169
"M96843","Inpatient",8958.1055
"M96843","Outpatient",782.25018
"M9689","Inpatient",10897.047
"M9689","Outpatient",861.57654
"M9701XA","Inpatient",13521.928
"M9701XA","Outpatient",421.92496
"M9701XD","Inpatient",10290.01
"M9701XD","Outpatient",264.7207
"M9701XS","Inpatient",8942.4063
"M9701XS","Outpatient",440.57123
"M9702XA","Inpatient",13532.519
"M9702XA","Outpatient",379.09128
"M9702XD","Inpatient",10430.504
"M9702XD","Outpatient",291.97852
"M9702XS","Inpatient",8882.4463
"M9702XS","Outpatient",387.4837
"M9711XA","Inpatient",12514.552
"M9711XA","Outpatient",483.70694
"M9711XD","Inpatient",10360.089
"M9711XD","Outpatient",250.77159
"M9711XS","Inpatient",8490.208
"M9711XS","Outpatient",383.56036
"M9712XA","Inpatient",12833.355
"M9712XA","Outpatient",433.36774
"M9712XD","Inpatient",10031.225
"M9712XD","Outpatient",245.74406
"M9712XS","Inpatient",9109.7695
"M9712XS","Outpatient",555.60742
"M9721XA","Inpatient",10874.952
"M9721XA","Outpatient",1101.327
"M9721XD","Inpatient",8098.7285
"M9721XD","Outpatient",518.59009
"M9722XA","Inpatient",12239.114
"M9722XA","Outpatient",1288.2166
"M9722XD","Inpatient",8545.9395
"M9722XD","Outpatient",171.25838
"M9731XA","Inpatient",11260.921
"M9731XA","Outpatient",1275.1824
"M9731XD","Inpatient",9215.6572
"M9731XD","Outpatient",245.06841
"M9731XS","Inpatient",NA
"M9731XS","Outpatient",406.74234
"M9732XA","Inpatient",12065.517
"M9732XA","Outpatient",1394.1082
"M9732XD","Inpatient",8941.5068
"M9732XD","Outpatient",191.95978
"M9732XS","Inpatient",NA
"M9732XS","Outpatient",434.56149
"M9741XA","Inpatient",13498.073
"M9741XA","Outpatient",2110.9822
"M9741XD","Inpatient",8871.5098
"M9741XD","Outpatient",337.20282
"M9741XS","Inpatient",NA
"M9741XS","Outpatient",788.7561
"M9742XA","Inpatient",10528.127
"M9742XA","Outpatient",2359.896
"M9742XD","Inpatient",7588.229
"M9742XD","Outpatient",321.64584
"M978XXA","Inpatient",4920.0386
"M978XXA","Outpatient",308.93863
"M978XXD","Inpatient",9104.3838
"M978XXD","Outpatient",230.2291
"M978XXS","Inpatient",8180.2817
"M978XXS","Outpatient",230.69319
"M979XXA","Inpatient",10657.448
