"icd10","visit_type2","monthly_expenditure"
"I96","Inpatient",3738.27
"I96","Outpatient",624.05176
"I97190","Inpatient",13866.196
"I97190","Outpatient",NA
"I97618","Inpatient",11086.358
"I97618","Outpatient",NA
"I9789","Inpatient",10663.823
"I9789","Outpatient",NA
"I998","Inpatient",3094.0127
"I998","Outpatient",477.806
"J0100","Inpatient",NA
"J0100","Outpatient",16.553154
"J0190","Inpatient",NA
"J0190","Outpatient",15.989251
"J029","Inpatient",1590.5552
"J029","Outpatient",29.395931
"J069","Inpatient",295.80505
"J069","Outpatient",32.946434
"J1000","Inpatient",1334.5535
"J1000","Outpatient",NA
"J1008","Inpatient",1304.5867
"J1008","Outpatient",NA
"J101","Inpatient",10.093782
"J101","Outpatient",37.370552
"J111","Inpatient",323.07889
"J111","Outpatient",37.881001
"J13","Inpatient",1744.3929
"J13","Outpatient",NA
"J150","Inpatient",11595.519
"J150","Outpatient",NA
"J151","Inpatient",9646.6641
"J151","Outpatient",NA
"J15211","Inpatient",9416.7627
"J15211","Outpatient",NA
"J15212","Inpatient",6246.0527
"J15212","Outpatient",NA
"J155","Inpatient",10455.782
"J155","Outpatient",NA
"J156","Inpatient",4146.6133
"J156","Outpatient",NA
"J158","Inpatient",3605.625
"J158","Outpatient",NA
"J159","Inpatient",480.75906
"J159","Outpatient",131.24278
"J181","Inpatient",96.843231
"J181","Outpatient",87.005035
"J188","Inpatient",186.20395
"J188","Outpatient",NA
"J189","Inpatient",579.76453
"J189","Outpatient",122.03475
"J209","Inpatient",-561.32037
"J209","Outpatient",19.9879
"J301","Inpatient",NA
"J301","Outpatient",91.663284
"J302","Inpatient",-63.113911
"J302","Outpatient",-21.128824
"J3089","Inpatient",NA
"J3089","Outpatient",64.156693
"J309","Inpatient",-346.44504
"J309","Outpatient",-28.877378
"J310","Inpatient",NA
"J310","Outpatient",82.1325
"J320","Inpatient",NA
"J320","Outpatient",448.51831
"J321","Inpatient",NA
"J321","Outpatient",1197.5541
"J322","Inpatient",NA
"J322","Outpatient",767.66095
"J323","Inpatient",NA
"J323","Outpatient",1413.276
"J324","Inpatient",NA
"J324","Outpatient",675.71649
"J328","Inpatient",NA
"J328","Outpatient",557.51599
"J329","Inpatient",653.61896
"J329","Outpatient",166.26891
"J342","Inpatient",NA
"J342","Outpatient",413.1983
"J343","Inpatient",NA
"J343","Outpatient",1076.266
"J3489","Inpatient",NA
"J3489","Outpatient",229.96841
"J398","Inpatient",4208.5166
"J398","Outpatient",NA
"J40","Inpatient",256.07281
"J40","Outpatient",9.3209095
"J42","Inpatient",462.34601
"J42","Outpatient",32.454544
"J432","Inpatient",404.11444
"J432","Outpatient",-46.558079
"J439","Inpatient",281.71597
"J439","Outpatient",29.199955
"J440","Inpatient",71.731903
"J440","Outpatient",51.063568
"J441","Inpatient",-409.78802
"J441","Outpatient",114.04478
"J449","Inpatient",-41.607853
"J449","Outpatient",91.381256
"J4520","Inpatient",1313.683
"J4520","Outpatient",43.269516
"J4530","Inpatient",NA
"J4530","Outpatient",45.03228
"J4540","Inpatient",906.68677
"J4540","Outpatient",322.9411
"J4550","Inpatient",NA
"J4550","Outpatient",1463.7098
"J45901","Inpatient",161.42958
"J45901","Outpatient",125.3777
"J45909","Inpatient",1021.3051
"J45909","Outpatient",224.06427
"J45998","Inpatient",466.16
"J45998","Outpatient",161.99794
"J470","Inpatient",75.600479
"J470","Outpatient",NA
"J479","Inpatient",622.08203
"J479","Outpatient",224.32869
"J690","Inpatient",2505.0432
"J690","Outpatient",143.04254
"J80","Inpatient",4477.1099
"J80","Outpatient",534.97357
"J810","Inpatient",1279.4301
"J810","Outpatient",NA
"J811","Inpatient",2045.1302
"J811","Outpatient",205.73448
"J8410","Inpatient",692.06696
"J8410","Outpatient",60.997078
"J84112","Inpatient",3600.3574
"J84112","Outpatient",NA
"J849","Inpatient",1583.8978
"J849","Outpatient",122.58739
"J869","Inpatient",6660.2539
"J869","Outpatient",NA
"J90","Inpatient",1366.7096
"J90","Outpatient",105.54052
"J910","Inpatient",658.97101
"J910","Outpatient",750.92566
"J918","Inpatient",556.65137
"J918","Outpatient",NA
"J9382","Inpatient",13272.004
"J9382","Outpatient",NA
"J9383","Inpatient",3608.1582
"J9383","Outpatient",NA
"J939","Inpatient",3945.9854
"J939","Outpatient",NA
"J942","Inpatient",8384.6465
"J942","Outpatient",NA
"J948","Inpatient",871.22076
"J948","Outpatient",NA
"J951","Inpatient",18720.537
"J951","Outpatient",NA
"J952","Inpatient",15380.237
"J952","Outpatient",NA
"J95811","Inpatient",3420.6133
"J95811","Outpatient",NA
"J95821","Inpatient",13372.932
"J95821","Outpatient",NA
"J95851","Inpatient",36501.426
"J95851","Outpatient",NA
"J9589","Inpatient",6787.769
"J9589","Outpatient",NA
"J9600","Inpatient",2122.448
"J9600","Outpatient",439.15033
"J9601","Inpatient",902.63379
"J9601","Outpatient",219.08662
"J9602","Inpatient",2259.4639
"J9602","Outpatient",NA
"J9610","Inpatient",-113.59499
"J9610","Outpatient",578.78619
"J9611","Inpatient",-690.6969
"J9611","Outpatient",106.46017
"J9612","Inpatient",89.171219
"J9612","Outpatient",587.10327
"J9620","Inpatient",1209.2207
"J9620","Outpatient",390.57809
"J9621","Inpatient",790.24152
"J9621","Outpatient",197.2878
"J9622","Inpatient",1879.8331
"J9622","Outpatient",592.2597
"J9690","Inpatient",2160.6843
"J9690","Outpatient",472.97629
"J9691","Inpatient",2229.95
"J9691","Outpatient",NA
"J9692","Inpatient",1861.1494
"J9692","Outpatient",NA
"J9801","Inpatient",-278.42999
"J9801","Outpatient",NA
"J9809","Inpatient",2391.8027
"J9809","Outpatient",NA
"J9811","Inpatient",2876.5388
"J9811","Outpatient",234.17949
"J9819","Inpatient",4859.7764
"J9819","Outpatient",NA
"J984","Inpatient",1145.4727
"J984","Outpatient",96.893402
"K209","Inpatient",519.16656
"K209","Outpatient",246.2533
"K210","Inpatient",-443.52359
"K210","Outpatient",92.242676
"K219","Inpatient",48.589825
"K219","Outpatient",163.78041
"K2210","Inpatient",1097.9706
"K2210","Outpatient",193.49277
"K2211","Inpatient",540.92065
"K2211","Outpatient",NA
"K222","Inpatient",-318.60007
"K222","Outpatient",367.24838
"K224","Inpatient",526.99481
"K224","Outpatient",NA
"K2270","Inpatient",61.74263
"K2270","Outpatient",222.36107
"K228","Inpatient",NA
"K228","Outpatient",225.87886
"K254","Inpatient",85.256409
"K254","Outpatient",NA
"K259","Inpatient",-99.907875
"K259","Outpatient",152.05449
"K264","Inpatient",982.66394
"K264","Outpatient",NA
"K269","Inpatient",-213.04668
"K269","Outpatient",NA
"K279","Inpatient",504.43713
"K279","Outpatient",75.920807
"K2900","Inpatient",NA
"K2900","Outpatient",218.52158
"K2950","Inpatient",-507.83408
"K2950","Outpatient",233.51688
"K2960","Inpatient",-419.69919
"K2960","Outpatient",274.66443
"K2970","Inpatient",213.12233
"K2970","Outpatient",255.01703
"K2971","Inpatient",395.04111
"K2971","Outpatient",NA
"K2980","Inpatient",-34.206936
"K2980","Outpatient",277.53122
"K30","Inpatient",625.82654
"K30","Outpatient",117.0655
"K311","Inpatient",3836.187
"K311","Outpatient",NA
"K317","Inpatient",122.57845
"K317","Outpatient",419.99039
"K31811","Inpatient",-883.21106
"K31811","Outpatient",NA
"K3184","Inpatient",297.991
"K3184","Outpatient",202.76358
"K3189","Inpatient",648.9632
"K3189","Outpatient",325.47031
"K319","Inpatient",NA
"K319","Outpatient",300.21472
"K4020","Inpatient",NA
"K4020","Outpatient",956.51245
"K4030","Inpatient",NA
"K4030","Outpatient",1004.1447
"K4090","Inpatient",566.39368
"K4090","Outpatient",721.19574
"K4091","Inpatient",NA
"K4091","Outpatient",987.66803
"K429","Inpatient",1347.1992
"K429","Outpatient",443.32547
"K430","Inpatient",2595.6826
"K430","Outpatient",1971.6831
"K432","Inpatient",1788.0972
"K432","Outpatient",694.09027
"K439","Inpatient",542.40588
"K439","Outpatient",257.59494
"K449","Inpatient",0.54470831
"K449","Outpatient",119.07471
"K5000","Inpatient",NA
"K5000","Outpatient",1268.9292
"K5010","Inpatient",NA
"K5010","Outpatient",1215.2034
"K5080","Inpatient",NA
"K5080","Outpatient",1755.0214
"K5090","Inpatient",891.65466
"K5090","Outpatient",1056.0067
"K5100","Inpatient",NA
"K5100","Outpatient",1086.3402
"K5190","Inpatient",1145.5065
"K5190","Outpatient",863.19373
"K521","Inpatient",2098.5701
"K521","Outpatient",186.46677
"K5289","Inpatient",NA
"K5289","Outpatient",214.26413
"K529","Inpatient",-551.39044
"K529","Outpatient",163.92987
"K550","Inpatient",4470.4023
"K550","Outpatient",NA
"K551","Inpatient",2275.531
"K551","Outpatient",NA
"K559","Inpatient",2203.3323
"K559","Outpatient",NA
"K560","Inpatient",1916.1576
"K560","Outpatient",NA
"K562","Inpatient",4894.9565
"K562","Outpatient",NA
"K5641","Inpatient",-671.03888
"K5641","Outpatient",NA
"K565","Inpatient",3516.8296
"K565","Outpatient",NA
"K5650","Inpatient",3833.25
"K5650","Outpatient",NA
"K5651","Inpatient",2350.551
"K5651","Outpatient",NA
"K5660","Inpatient",156.6971
"K5660","Outpatient",385.77023
"K56600","Inpatient",-380.58835
"K56600","Outpatient",NA
"K56609","Inpatient",388.61414
"K56609","Outpatient",428.70486
"K5669","Inpatient",419.04242
"K5669","Outpatient",271.01123
"K56699","Inpatient",1328.257
"K56699","Outpatient",NA
"K567","Inpatient",4637.4458
"K567","Outpatient",NA
"K5720","Inpatient",2477.3267
"K5720","Outpatient",NA
"K5730","Inpatient",-427.2486
"K5730","Outpatient",59.649605
"K5731","Inpatient",-187.85602
"K5731","Outpatient",NA
"K5732","Inpatient",413.0365
"K5732","Outpatient",165.94984
"K5790","Inpatient",-232.55348
"K5790","Outpatient",67.891907
"K5792","Inpatient",219.97688
"K5792","Outpatient",143.18895
"K580","Inpatient",288.56271
"K580","Outpatient",NA
"K589","Inpatient",44.415577
"K589","Outpatient",58.952888
"K5900","Inpatient",1183.6466
"K5900","Outpatient",8.3161697
"K5901","Inpatient",926.35449
"K5901","Outpatient",NA
"K5903","Inpatient",1550.5883
"K5903","Outpatient",-26.412729
"K5909","Inpatient",369.73166
"K5909","Outpatient",-16.460588
"K592","Inpatient",9624.8203
"K592","Outpatient",NA
"K621","Inpatient",NA
"K621","Outpatient",280.87451
"K625","Inpatient",-101.98812
"K625","Outpatient",165.42271
"K6289","Inpatient",NA
"K6289","Outpatient",231.17395
"K631","Inpatient",6165.0552
"K631","Outpatient",NA
"K632","Inpatient",5336.0352
"K632","Outpatient",NA
"K635","Inpatient",110.87508
"K635","Outpatient",272.17374
"K6389","Inpatient",1174.5387
"K6389","Outpatient",250.99997
"K640","Inpatient",NA
"K640","Outpatient",59.769402
"K641","Inpatient",NA
"K641","Outpatient",152.88686
"K644","Inpatient",836.48883
"K644","Outpatient",56.596321
"K648","Inpatient",-62.097504
"K648","Outpatient",88.134026
"K649","Inpatient",679.19879
"K649","Outpatient",70.989044
"K650","Inpatient",5658.3389
"K650","Outpatient",NA
"K651","Inpatient",5174.4126
"K651","Outpatient",NA
"K652","Inpatient",2015.4786
"K652","Outpatient",NA
"K658","Inpatient",7973.5249
"K658","Outpatient",NA
"K659","Inpatient",5153.0483
"K659","Outpatient",NA
"K660","Inpatient",6441.1582
"K660","Outpatient",2311.4646
"K661","Inpatient",7019.6172
"K661","Outpatient",NA
"K7030","Inpatient",-594.98993
"K7030","Outpatient",107.67273
"K7031","Inpatient",-1065.8788
"K7031","Outpatient",368.50464
"K7200","Inpatient",2858.509
"K7200","Outpatient",NA
"K7290","Inpatient",-20.046337
"K7290","Outpatient",138.03577
"K7460","Inpatient",-836.48547
"K7460","Outpatient",127.83549
"K7469","Inpatient",748.9137
"K7469","Outpatient",90.291061
"K750","Inpatient",3240.3752
"K750","Outpatient",NA
"K7581","Inpatient",-229.42633
"K7581","Outpatient",57.337605
"K759","Inpatient",NA
"K759","Outpatient",234.01955
"K760","Inpatient",-59.49361
"K760","Outpatient",-2.5568354
"K761","Inpatient",1540.8335
"K761","Outpatient",NA
"K766","Inpatient",1016.235
"K766","Outpatient",71.435196
"K767","Inpatient",4919.7988
"K767","Outpatient",NA
"K7689","Inpatient",696.07617
"K7689","Outpatient",120.25905
"K769","Inpatient",553.43726
"K769","Outpatient",108.99197
"K8000","Inpatient",1966.9655
"K8000","Outpatient",NA
"K8010","Inpatient",1976.0292
"K8010","Outpatient",2336.3621
"K8020","Inpatient",-253.70238
"K8020","Outpatient",156.455
"K8050","Inpatient",NA
"K8050","Outpatient",995.96283
"K810","Inpatient",1913.9556
"K810","Outpatient",NA
"K811","Inpatient",NA
"K811","Outpatient",1575.8326
"K828","Inpatient",519.0155
"K828","Outpatient",352.63672
"K830","Inpatient",1849.4946
"K830","Outpatient",NA
"K8309","Inpatient",1926.1908
"K8309","Outpatient",NA
"K831","Inpatient",4114.1567
"K831","Outpatient",1507.6466
"K838","Inpatient",415.27222
"K838","Outpatient",470.46759
"K851","Inpatient",3629.4973
"K851","Outpatient",NA
"K8510","Inpatient",2621.2766
"K8510","Outpatient",NA
"K859","Inpatient",1414.1589
"K859","Outpatient",259.78198
"K8590","Inpatient",1044.5273
"K8590","Outpatient",310.2775
"K861","Inpatient",355.68903
"K861","Outpatient",221.1627
"K862","Inpatient",1434.5197
"K862","Outpatient",239.77911
"K868","Inpatient",NA
"K868","Outpatient",199.01912
"K8689","Inpatient",1205.5565
"K8689","Outpatient",201.5291
"K869","Inpatient",NA
"K869","Outpatient",187.11946
"K909","Inpatient",NA
"K909","Outpatient",422.54773
"K912","Inpatient",NA
"K912","Outpatient",1480.2616
"K913","Inpatient",6662.021
"K913","Outpatient",NA
"K91840","Inpatient",4098.6689
"K91840","Outpatient",NA
"K9189","Inpatient",5551.1133
"K9189","Outpatient",NA
"K920","Inpatient",-130.96954
"K920","Outpatient",371.34427
"K921","Inpatient",-682.19061
"K921","Outpatient",135.93375
"K922","Inpatient",-1533.8026
"K922","Outpatient",295.47925
"K9423","Inpatient",1216.8267
"K9423","Outpatient",593.53613
"L02211","Inpatient",1043.7229
"L02211","Outpatient",NA
"L02416","Inpatient",2980.0552
"L02416","Outpatient",NA
"L03031","Inpatient",NA
"L03031","Outpatient",112.66622
"L03032","Inpatient",NA
"L03032","Outpatient",117.93737
"L03113","Inpatient",1130.6184
"L03113","Outpatient",NA
"L03114","Inpatient",1011.4117
"L03114","Outpatient",NA
"L03115","Inpatient",561.65881
"L03115","Outpatient",182.00349
"L03116","Inpatient",368.01868
"L03116","Outpatient",179.54375
"L03119","Inpatient",260.70779
"L03119","Outpatient",149.19748
"L03311","Inpatient",1480.7003
"L03311","Outpatient",NA
"L0390","Inpatient",362.14108
"L0390","Outpatient",184.97366
"L089","Inpatient",1333.3082
"L089","Outpatient",191.63412
"L259","Inpatient",NA
"L259","Outpatient",91.598488
"L270","Inpatient",2199.7227
"L270","Outpatient",NA
"L299","Inpatient",1768.6293
"L299","Outpatient",90.064758
"L309","Inpatient",1069.2559
"L309","Outpatient",76.36985
"L400","Inpatient",NA
"L400","Outpatient",311.14661
"L4050","Inpatient",751.18561
"L4050","Outpatient",973.68048
"L4059","Inpatient",NA
"L4059","Outpatient",1413.9253
"L409","Inpatient",502.7829
"L409","Outpatient",143.4528
"L501","Inpatient",NA
"L501","Outpatient",956.75714
"L539","Inpatient",NA
"L539","Outpatient",33.458214
"L570","Inpatient",NA
"L570","Outpatient",74.767838
"L578","Inpatient",NA
"L578","Outpatient",59.839111
"L598","Inpatient",NA
"L598","Outpatient",2586.2739
"L600","Inpatient",NA
"L600","Outpatient",85.907402
"L603","Inpatient",NA
"L603","Outpatient",49.35062
"L720","Inpatient",NA
"L720","Outpatient",173.33841
"L723","Inpatient",NA
"L723","Outpatient",145.56262
"L7622","Inpatient",3940.8225
"L7622","Outpatient",NA
"L7632","Inpatient",6925.6987
"L7632","Outpatient",NA
"L814","Inpatient",NA
"L814","Outpatient",43.501675
"L820","Inpatient",NA
"L820","Outpatient",95.714622
"L821","Inpatient",NA
"L821","Outpatient",31.757526
"L84","Inpatient",NA
"L84","Outpatient",28.789217
"L851","Inpatient",NA
"L851","Outpatient",82.241089
"L853","Inpatient",NA
"L853","Outpatient",44.644791
"L89150","Inpatient",1713.6147
"L89150","Outpatient",NA
"L89151","Inpatient",1440.9241
"L89151","Outpatient",NA
"L89152","Inpatient",1519.439
"L89152","Outpatient",NA
"L89153","Inpatient",3226.7866
"L89153","Outpatient",449.09039
"L89154","Inpatient",4563.2388
"L89154","Outpatient",766.68292
"L89159","Inpatient",848.8927
"L89159","Outpatient",NA
"L89312","Inpatient",643.16943
"L89312","Outpatient",NA
"L89313","Inpatient",2314.6206
"L89313","Outpatient",NA
"L89322","Inpatient",667.89789
"L89322","Outpatient",NA
"L89323","Inpatient",2196.156
"L89323","Outpatient",NA
"L89610","Inpatient",872.04694
"L89610","Outpatient",NA
"L89620","Inpatient",987.30878
"L89620","Outpatient",NA
"L89890","Inpatient",2486.5781
"L89890","Outpatient",NA
"L89892","Inpatient",1529.9457
"L89892","Outpatient",NA
"L89893","Inpatient",3660.2461
"L89893","Outpatient",420.2081
"L89899","Inpatient",1788.3569
"L89899","Outpatient",NA
"L905","Inpatient",NA
"L905","Outpatient",219.77594
"L97412","Inpatient",NA
"L97412","Outpatient",551.20325
"L97419","Inpatient",1997.0972
"L97419","Outpatient",NA
"L97422","Inpatient",NA
"L97422","Outpatient",499.6012
"L97429","Inpatient",2003.6208
"L97429","Outpatient",NA
"L97509","Inpatient",NA
"L97509","Outpatient",282.58047
"L97511","Inpatient",NA
"L97511","Outpatient",132.68141
"L97512","Inpatient",NA
"L97512","Outpatient",408.74817
"L97519","Inpatient",893.99731
"L97519","Outpatient",339.21637
"L97521","Inpatient",NA
"L97521","Outpatient",137.79385
"L97522","Inpatient",NA
"L97522","Outpatient",347.54691
"L97529","Inpatient",985.80743
"L97529","Outpatient",332.65411
"L97811","Inpatient",NA
"L97811","Outpatient",206.57938
"L97812","Inpatient",NA
"L97812","Outpatient",438.58893
"L97819","Inpatient",1215.3474
"L97819","Outpatient",NA
"L97821","Inpatient",NA
"L97821","Outpatient",183.8477
"L97822","Inpatient",NA
"L97822","Outpatient",378.01813
"L97829","Inpatient",1689.4585
"L97829","Outpatient",319.65274
"L97919","Inpatient",989.43597
"L97919","Outpatient",325.91174
"L97929","Inpatient",712.39404
"L97929","Outpatient",325.71783
"L98499","Inpatient",1401.105
"L98499","Outpatient",264.71136
"L988","Inpatient",NA
"L988","Outpatient",162.71097
"L989","Inpatient",NA
"L989","Outpatient",15.111051
"M009","Inpatient",4214.0449
"M009","Outpatient",NA
"M0570","Inpatient",NA
"M0570","Outpatient",713.91656
"M0579","Inpatient",NA
"M0579","Outpatient",1334.5229
"M0589","Inpatient",NA
"M0589","Outpatient",1165.1544
"M059","Inpatient",NA
"M059","Outpatient",635.70374
"M0600","Inpatient",NA
"M0600","Outpatient",649.44861
"M0609","Inpatient",NA
"M0609","Outpatient",1372.7207
"M064","Inpatient",NA
"M064","Outpatient",81.745224
"M0689","Inpatient",NA
"M0689","Outpatient",1178.5789
"M069","Inpatient",300.36469
"M069","Outpatient",479.67828
"M1000","Inpatient",-188.4782
"M1000","Outpatient",-38.82066
"M109","Inpatient",244.39961
"M109","Outpatient",19.118252
"M1288","Inpatient",NA
"M1288","Outpatient",104.77778
"M129","Inpatient",-925.78522
"M129","Outpatient",6.3349533
"M150","Inpatient",-656.51135
"M150","Outpatient",-44.32716
"M159","Inpatient",-148.53429
"M159","Outpatient",-82.837761
"M160","Inpatient",506.22122
"M160","Outpatient",-50.422192
"M1611","Inpatient",3360.5513
"M1611","Outpatient",-34.45393
"M1612","Inpatient",3327.7473
"M1612","Outpatient",-41.521626
"M170","Inpatient",1724.995
"M170","Outpatient",227.12488
"M1710","Inpatient",503.14517
"M1710","Outpatient",62.260559
"M1711","Inpatient",1789.0344
"M1711","Outpatient",307.32074
"M1712","Inpatient",1738.5311
"M1712","Outpatient",285.6554
"M179","Inpatient",1233.7683
"M179","Outpatient",50.186935
"M1811","Inpatient",NA
"M1811","Outpatient",235.39676
"M1812","Inpatient",NA
"M1812","Outpatient",252.21172
"M19011","Inpatient",2315.3604
"M19011","Outpatient",121.64553
"M19012","Inpatient",2172.4424
"M19012","Outpatient",90.192451
"M19031","Inpatient",NA
"M19031","Outpatient",418.25116
"M19041","Inpatient",NA
"M19041","Outpatient",92.34594
"M19042","Inpatient",NA
"M19042","Outpatient",84.433113
"M19071","Inpatient",NA
"M19071","Outpatient",275.85544
"M19072","Inpatient",NA
"M19072","Outpatient",219.77681
"M1990","Inpatient",-80.593773
"M1990","Outpatient",51.595387
"M1991","Inpatient",338.69025
"M1991","Outpatient",61.197105
"M1A9XX0","Inpatient",469.83755
"M1A9XX0","Outpatient",NA
"M1A9XX1","Inpatient",NA
"M1A9XX1","Outpatient",1962.8861
"M2011","Inpatient",NA
"M2011","Outpatient",277.40253
"M2012","Inpatient",NA
"M2012","Outpatient",344.86368
"M2041","Inpatient",NA
"M2041","Outpatient",203.05803
"M2042","Inpatient",NA
"M2042","Outpatient",278.53796
"M21371","Inpatient",1664.4215
"M21371","Outpatient",353.87738
"M21372","Inpatient",1918.257
"M21372","Outpatient",325.09161
"M25461","Inpatient",NA
"M25461","Outpatient",55.582672
"M25462","Inpatient",NA
"M25462","Outpatient",67.061615
"M2550","Inpatient",-41.664886
"M2550","Outpatient",-15.993571
"M25511","Inpatient",649.32721
"M25511","Outpatient",103.84588
"M25512","Inpatient",807.68872
"M25512","Outpatient",101.38097
"M25519","Inpatient",NA
"M25519","Outpatient",74.108276
"M25521","Inpatient",NA
"M25521","Outpatient",201.0798
"M25522","Inpatient",NA
"M25522","Outpatient",224.95241
"M25531","Inpatient",NA
"M25531","Outpatient",150.31007
"M25532","Inpatient",NA
"M25532","Outpatient",170.24681
"M25551","Inpatient",392.48389
"M25551","Outpatient",81.388084
"M25552","Inpatient",366.22632
"M25552","Outpatient",85.168015
"M25559","Inpatient",NA
"M25559","Outpatient",169.82466
"M25561","Inpatient",740.85364
"M25561","Outpatient",70.631012
"M25562","Inpatient",867.62238
"M25562","Outpatient",63.731094
"M25569","Inpatient",NA
"M25569","Outpatient",44.318142
"M25571","Inpatient",NA
"M25571","Outpatient",209.9619
"M25572","Inpatient",NA
"M25572","Outpatient",181.64101
"M2560","Inpatient",NA
"M2560","Outpatient",-155.51883
"M25611","Inpatient",NA
"M25611","Outpatient",-9.9655514
"M25661","Inpatient",NA
"M25661","Outpatient",-108.96858
"M25761","Inpatient",NA
"M25761","Outpatient",1844.8032
"M2578","Inpatient",NA
"M2578","Outpatient",11.886494
"M272","Inpatient",NA
"M272","Outpatient",1476.3639
"M3210","Inpatient",NA
"M3210","Outpatient",376.47318
"M329","Inpatient",683.16022
"M329","Outpatient",281.97137
"M3500","Inpatient",839.88733
"M3500","Outpatient",132.75351
"M353","Inpatient",116.23521
"M353","Outpatient",31.750811
"M40209","Inpatient",2201.772
"M40209","Outpatient",NA
"M4186","Inpatient",12896.828
"M4186","Outpatient",NA
"M419","Inpatient",2349.1738
"M419","Outpatient",54.653961
"M4316","Inpatient",10929.582
"M4316","Outpatient",15.268973
"M4317","Inpatient",7622.1885
"M4317","Outpatient",NA
"M459","Inpatient",NA
"M459","Outpatient",882.82233
"M461","Inpatient",NA
"M461","Outpatient",182.48727
"M4626","Inpatient",3658.6335
"M4626","Outpatient",NA
"M4628","Inpatient",4985.3135
"M4628","Outpatient",NA
"M4712","Inpatient",8752.2324
"M4712","Outpatient",480.89453
"M4722","Inpatient",NA
"M4722","Outpatient",282.5932
"M4726","Inpatient",5001.5562
"M4726","Outpatient",134.82182
"M4727","Inpatient",NA
"M4727","Outpatient",148.75969
"M47812","Inpatient",507.27023
"M47812","Outpatient",195.37151
"M47814","Inpatient",NA
"M47814","Outpatient",170.4328
"M47816","Inpatient",1050.6438
"M47816","Outpatient",244.12511
"M47817","Inpatient",NA
"M47817","Outpatient",285.6756
"M47892","Inpatient",NA
"M47892","Outpatient",152.21089
"M47896","Inpatient",1490.7742
"M47896","Outpatient",172.6163
"M47897","Inpatient",NA
"M47897","Outpatient",212.61952
"M479","Inpatient",528.3324
"M479","Outpatient",16.311819
"M4800","Inpatient",113.13725
"M4800","Outpatient",78.516541
"M4802","Inpatient",3993.7622
"M4802","Outpatient",285.85815
"M4804","Inpatient",8186.8022
"M4804","Outpatient",NA
"M4806","Inpatient",3487.699
"M4806","Outpatient",202.50005
"M48061","Inpatient",2667.1531
"M48061","Outpatient",178.30376
"M48062","Inpatient",6569.7793
"M48062","Outpatient",425.8927
"M4807","Inpatient",3798.2776
"M4807","Outpatient",174.77808
"M4854XA","Inpatient",2142.2173
"M4854XA","Outpatient",716.76874
"M4856XA","Inpatient",1891.6167
"M4856XA","Outpatient",755.27838
"M5030","Inpatient",85.225647
"M5030","Outpatient",5.5879717
"M5032","Inpatient",NA
"M5032","Outpatient",97.153404
"M5116","Inpatient",4547.3579
"M5116","Outpatient",309.66614
"M5117","Inpatient",5000.8423
"M5117","Outpatient",234.35916
"M5126","Inpatient",1565.8964
"M5126","Outpatient",244.71976
"M5127","Inpatient",NA
"M5127","Outpatient",186.194
"M5134","Inpatient",NA
"M5134","Outpatient",79.172302
"M5136","Inpatient",1356.0035
"M5136","Outpatient",85.098381
"M5137","Inpatient",2766.4338
"M5137","Outpatient",93.658638
"M533","Inpatient",NA
"M533","Outpatient",91.27372
"M5410","Inpatient",NA
"M5410","Outpatient",120.4456
"M5412","Inpatient",2711.8743
"M5412","Outpatient",217.47575
"M5416","Inpatient",2574.9021
"M5416","Outpatient",313.96146
"M5417","Inpatient",NA
"M5417","Outpatient",282.56058
"M542","Inpatient",487.06512
"M542","Outpatient",128.3194
"M5430","Inpatient",382.87027
"M5430","Outpatient",106.08458
"M5431","Inpatient",NA
"M5431","Outpatient",111.70484
"M5432","Inpatient",NA
"M5432","Outpatient",84.750084
"M5440","Inpatient",NA
"M5440","Outpatient",57.098782
"M5441","Inpatient",NA
"M5441","Outpatient",45.584309
"M5442","Inpatient",NA
"M5442","Outpatient",38.898705
"M545","Inpatient",230.89473
"M545","Outpatient",159.01303
"M546","Inpatient",NA
"M546","Outpatient",154.07722
"M5481","Inpatient",NA
"M5481","Outpatient",193.66924
"M5489","Inpatient",NA
"M5489","Outpatient",160.13901
"M549","Inpatient",111.34921
"M549","Outpatient",134.88527
"M6250","Inpatient",444.3295
"M6250","Outpatient",343.48087
"M6259","Inpatient",215.81293
"M6259","Outpatient",447.31976
"M6281","Inpatient",898.45624
"M6281","Outpatient",323.77408
"M6282","Inpatient",940.86426
"M6282","Outpatient",NA
"M62830","Inpatient",NA
"M62830","Outpatient",63.854507
"M62838","Inpatient",998.75116
"M62838","Outpatient",59.72834
"M65331","Inpatient",NA
"M65331","Outpatient",289.75925
"M65332","Inpatient",NA
"M65332","Outpatient",330.22369
"M65341","Inpatient",NA
"M65341","Outpatient",328.83444
"M659","Inpatient",NA
"M659","Outpatient",470.86465
"M7061","Inpatient",NA
"M7061","Outpatient",84.953918
"M7062","Inpatient",NA
"M7062","Outpatient",83.428513
"M720","Inpatient",NA
"M720","Outpatient",667.81183
"M722","Inpatient",NA
"M722","Outpatient",144.71886
"M726","Inpatient",10079.853
"M726","Outpatient",NA
"M7501","Inpatient",NA
"M7501","Outpatient",272.8064
"M7502","Inpatient",NA
"M7502","Outpatient",261.93796
"M75101","Inpatient",2159.7361
"M75101","Outpatient",409.94473
"M75102","Inpatient",NA
"M75102","Outpatient",419.39526
"M75111","Inpatient",NA
"M75111","Outpatient",437.63953
"M75112","Inpatient",NA
"M75112","Outpatient",472.9761
